"sep=,"
Bosch Connected Devices and Solutions
"CISS Raw Data Log File in csv Format, Generated by: CISS Python Scripts v03.01.00"
Explanation: In this log file the measurement values (raw-data) from the sensors are reported.
Accelerometer Measurement Range: ±16g
Accelerometer Sampling Rate: disabled
Accelerometer Unit: mg
Magnetometer Measurement Range: ±1300µT (x and y-Axis); ±2500µT (z-Axis)
Magnetometer Sampling Rate: disabled
Magnetometer Unit: Micro Tesla (µT)
Gyroscope Measurement Range: ±2000°/s
Gyroscope Sampling Rate: disabled
Gyroscope Unit: Degree/Second (°/s)
Light Measurement Range: 0 - 2112800 lux
Light Sampling Rate: disabled
Light Unit: lux
Temperature Measurement Range: -20ºC – +80°C
Temperature Sampling Rate: 1.0Hz (1000.0ms)
Temperature Units: Degree Celcius (°C)
Humidity Measurement Range: 20 - 90% rH (non-condensing)
Humidity Sampling Rate: 1.0Hz (1000.0ms)
Humidity Units: % Relative Humidity (rH)
Pressure Measurement Range: 300 - 1100 hPa
Pressure Sampling Rate: 1.0Hz (1000.0ms)
Pressure Units: hPa
"Noise/Acustic Measurement Range: 0 - 4096 (not available via USB, available only via BLE)"
Noise/Acustic Sampling Rate: disabled
Noise/Acustic Units: no unit (0-100% with 0-4096 range)
 
Unix TimeStamp (ms),Measurement Type,Data / x_axis,y_axis,z_axis
1626880760070,Temperature,22.5
1626880760116,Humidity,40.98
1626880760133,Pressure,995.95
1626880761070,Temperature,22.5
1626880761103,Humidity,40.98
1626880761105,Pressure,996.01
1626880762070,Temperature,22.5
1626880762100,Humidity,40.99
1626880762107,Pressure,995.97
1626880763070,Temperature,22.5
1626880763100,Humidity,40.98
1626880763107,Pressure,995.97
1626880764070,Temperature,22.5
1626880764101,Humidity,40.99
1626880764108,Pressure,995.95
1626880765069,Temperature,22.5
1626880765101,Humidity,40.98
1626880765108,Pressure,995.91
1626880766069,Temperature,22.5
1626880766097,Humidity,41.0
1626880766104,Pressure,995.95
1626880767069,Temperature,22.5
1626880767101,Humidity,40.99
1626880767111,Pressure,995.91
1626880768069,Temperature,22.5
1626880768110,Humidity,40.99
1626880768117,Pressure,995.91
1626880769069,Temperature,22.5
1626880769106,Humidity,40.98
1626880769114,Pressure,995.9
1626880770069,Temperature,22.5
1626880770101,Humidity,40.99
1626880770108,Pressure,995.98
1626880771069,Temperature,22.5
1626880771100,Humidity,40.99
1626880771107,Pressure,995.95
1626880772069,Temperature,22.5
1626880772101,Humidity,40.98
1626880772111,Pressure,995.95
1626880773070,Temperature,22.5
1626880773097,Humidity,40.99
1626880773104,Pressure,995.95
1626880774068,Temperature,22.5
1626880774089,Humidity,40.99
1626880774116,Pressure,995.97
1626880775068,Temperature,22.5
1626880775109,Humidity,40.98
1626880775116,Pressure,995.97
1626880776068,Temperature,22.5
1626880776101,Humidity,40.98
1626880776108,Pressure,995.93
1626880777069,Temperature,22.5
1626880777099,Humidity,41.0
1626880777111,Pressure,995.93
1626880778069,Temperature,22.6
1626880778101,Humidity,40.99
1626880778109,Pressure,995.94
1626880779069,Temperature,22.5
1626880779098,Humidity,41.0
1626880779105,Pressure,995.95
1626880780069,Temperature,22.5
1626880780101,Humidity,40.98
1626880780120,Pressure,995.93
1626880781069,Temperature,22.5
1626880781091,Humidity,40.99
1626880781101,Pressure,995.98
1626880782069,Temperature,22.5
1626880782089,Humidity,40.99
1626880782118,Pressure,995.95
1626880783068,Temperature,22.5
1626880783099,Humidity,40.99
1626880783110,Pressure,995.91
1626880784068,Temperature,22.5
1626880784092,Humidity,40.99
1626880784094,Pressure,995.95
1626880785068,Temperature,22.5
1626880785089,Humidity,40.98
1626880785115,Pressure,995.94
1626880786068,Temperature,22.5
1626880786101,Humidity,40.99
1626880786108,Pressure,995.97
1626880787068,Temperature,22.5
1626880787089,Humidity,40.99
1626880787109,Pressure,995.91
1626880788068,Temperature,22.5
1626880788089,Humidity,40.98
1626880788115,Pressure,995.94
1626880789068,Temperature,22.5
1626880789100,Humidity,40.98
1626880789102,Pressure,995.97
1626880790068,Temperature,22.5
1626880790101,Humidity,40.98
1626880790108,Pressure,995.93
1626880791068,Temperature,22.5
1626880791099,Humidity,40.99
1626880791110,Pressure,995.91
1626880792068,Temperature,22.5
1626880792116,Humidity,40.98
1626880792124,Pressure,995.91
1626880793067,Temperature,22.5
1626880793089,Humidity,40.99
1626880793097,Pressure,995.94
1626880794067,Temperature,22.5
1626880794101,Humidity,40.99
1626880794108,Pressure,996.0
1626880795067,Temperature,22.5
1626880795089,Humidity,40.98
1626880795098,Pressure,995.93
1626880796067,Temperature,22.5
1626880796100,Humidity,40.99
1626880796110,Pressure,995.95
1626880797067,Temperature,22.5
1626880797090,Humidity,41.0
1626880797098,Pressure,996.0
1626880798067,Temperature,22.5
1626880798100,Humidity,40.99
1626880798107,Pressure,995.95
