"sep=,"
Bosch Connected Devices and Solutions
"CISS Raw Data Log File in csv Format, Generated by: CISS Python Scripts v03.01.00"
Explanation: In this log file the measurement values (raw-data) from the sensors are reported.
Accelerometer Measurement Range: ±16g
Accelerometer Sampling Rate: disabled
Accelerometer Unit: mg
Magnetometer Measurement Range: ±1300µT (x and y-Axis); ±2500µT (z-Axis)
Magnetometer Sampling Rate: disabled
Magnetometer Unit: Micro Tesla (µT)
Gyroscope Measurement Range: ±2000°/s
Gyroscope Sampling Rate: disabled
Gyroscope Unit: Degree/Second (°/s)
Light Measurement Range: 0 - 2112800 lux
Light Sampling Rate: disabled
Light Unit: lux
Temperature Measurement Range: -20ºC – +80°C
Temperature Sampling Rate: 1.0Hz (1000.0ms)
Temperature Units: Degree Celcius (°C)
Humidity Measurement Range: 20 - 90% rH (non-condensing)
Humidity Sampling Rate: 1.0Hz (1000.0ms)
Humidity Units: % Relative Humidity (rH)
Pressure Measurement Range: 300 - 1100 hPa
Pressure Sampling Rate: 1.0Hz (1000.0ms)
Pressure Units: hPa
"Noise/Acustic Measurement Range: 0 - 4096 (not available via USB, available only via BLE)"
Noise/Acustic Sampling Rate: disabled
Noise/Acustic Units: no unit (0-100% with 0-4096 range)
 
Unix TimeStamp (ms),Measurement Type,Data / x_axis,y_axis,z_axis
1626864094355,Humidity,42.11
1626864094391,Pressure,995.8
1626864095332,Temperature,22.5
1626864095359,Humidity,42.1
1626864095367,Pressure,995.86
1626864096332,Temperature,22.5
1626864096360,Humidity,42.12
1626864096369,Pressure,995.78
1626864097332,Temperature,22.5
1626864097358,Humidity,42.09
1626864097366,Pressure,995.8
1626864098332,Temperature,22.5
1626864098359,Humidity,42.11
1626864098368,Pressure,995.82
1626864099332,Temperature,22.5
1626864099359,Humidity,42.12
1626864099368,Pressure,995.78
1626864100333,Temperature,22.5
1626864100360,Humidity,42.09
1626864100369,Pressure,995.78
1626864101333,Temperature,22.5
1626864101360,Humidity,42.12
1626864101370,Pressure,995.75
1626864102333,Temperature,22.5
1626864102359,Humidity,42.09
1626864102366,Pressure,995.8
1626864103331,Temperature,22.5
1626864103365,Humidity,42.1
1626864103372,Pressure,995.8
1626864104331,Temperature,22.5
1626864104358,Humidity,42.09
1626864104365,Pressure,995.79
1626864105332,Temperature,22.5
1626864105361,Humidity,42.12
1626864105370,Pressure,995.8
1626864106332,Temperature,22.5
1626864106372,Humidity,42.11
1626864106383,Pressure,995.75
1626864107332,Temperature,22.5
1626864107364,Humidity,42.11
1626864107372,Pressure,995.79
1626864108332,Temperature,22.5
1626864108358,Humidity,42.09
1626864108365,Pressure,995.8
1626864109332,Temperature,22.5
1626864109357,Humidity,42.11
1626864109381,Pressure,995.84
1626864110332,Temperature,22.5
1626864110358,Humidity,42.11
1626864110365,Pressure,995.84
1626864111332,Temperature,22.5
1626864111361,Humidity,42.11
1626864111380,Pressure,995.84
1626864112332,Temperature,22.5
1626864112367,Humidity,42.11
1626864112375,Pressure,995.76
1626864113331,Temperature,22.5
1626864113361,Humidity,42.11
1626864113380,Pressure,995.84
1626864114331,Temperature,22.5
1626864114358,Humidity,42.1
1626864114366,Pressure,995.84
1626864115331,Temperature,22.5
1626864115361,Humidity,42.09
1626864115380,Pressure,995.9
1626864116331,Temperature,22.5
1626864116360,Humidity,42.1
1626864116379,Pressure,995.86
1626864117331,Temperature,22.5
1626864117358,Humidity,42.09
1626864117366,Pressure,995.84
1626864118331,Temperature,22.5
1626864118360,Humidity,42.1
1626864118362,Pressure,995.82
1626864119331,Temperature,22.5
1626864119362,Humidity,42.11
1626864119369,Pressure,995.83
1626864120330,Temperature,22.5
1626864120359,Humidity,42.09
1626864120366,Pressure,995.84
1626864121330,Temperature,22.5
1626864121353,Humidity,42.09
1626864121361,Pressure,995.76
1626864122331,Temperature,22.5
1626864122367,Humidity,42.11
1626864122369,Pressure,995.78
1626864123330,Temperature,22.5
1626864123360,Humidity,42.09
1626864123367,Pressure,995.75
1626864124331,Temperature,22.5
1626864124366,Humidity,42.11
