"sep=,"
Bosch Connected Devices and Solutions
"CISS Raw Data Log File in csv Format, Generated by: CISS Python Scripts v03.01.00"
Explanation: In this log file the measurement values (raw-data) from the sensors are reported.
Accelerometer Measurement Range: ±16g
Accelerometer Sampling Rate: disabled
Accelerometer Unit: mg
Magnetometer Measurement Range: ±1300µT (x and y-Axis); ±2500µT (z-Axis)
Magnetometer Sampling Rate: disabled
Magnetometer Unit: Micro Tesla (µT)
Gyroscope Measurement Range: ±2000°/s
Gyroscope Sampling Rate: disabled
Gyroscope Unit: Degree/Second (°/s)
Light Measurement Range: 0 - 2112800 lux
Light Sampling Rate: disabled
Light Unit: lux
Temperature Measurement Range: -20ºC – +80°C
Temperature Sampling Rate: 1.0Hz (1000.0ms)
Temperature Units: Degree Celcius (°C)
Humidity Measurement Range: 20 - 90% rH (non-condensing)
Humidity Sampling Rate: 1.0Hz (1000.0ms)
Humidity Units: % Relative Humidity (rH)
Pressure Measurement Range: 300 - 1100 hPa
Pressure Sampling Rate: 1.0Hz (1000.0ms)
Pressure Units: hPa
"Noise/Acustic Measurement Range: 0 - 4096 (not available via USB, available only via BLE)"
Noise/Acustic Sampling Rate: disabled
Noise/Acustic Units: no unit (0-100% with 0-4096 range)
 
Unix TimeStamp (ms),Measurement Type,Data / x_axis,y_axis,z_axis
1626897424846,Pressure,996.66
1626897425805,Temperature,23.0
1626897425829,Humidity,40.95
1626897425840,Pressure,996.65
1626897426804,Temperature,23.0
1626897426837,Humidity,40.95
1626897426845,Pressure,996.68
1626897427804,Temperature,23.0
1626897427836,Humidity,40.95
1626897427846,Pressure,996.68
1626897428804,Temperature,23.0
1626897428835,Humidity,40.92
1626897428850,Pressure,996.61
1626897429804,Temperature,23.0
1626897429840,Humidity,40.96
1626897429848,Pressure,996.65
1626897430804,Temperature,23.0
1626897430840,Humidity,40.95
1626897430847,Pressure,996.63
1626897431804,Temperature,23.0
1626897431837,Humidity,40.92
1626897431844,Pressure,996.66
1626897432804,Temperature,23.0
1626897432840,Humidity,40.93
1626897432846,Pressure,996.68
1626897433804,Temperature,23.0
1626897433834,Humidity,40.93
1626897433850,Pressure,996.66
1626897434810,Temperature,23.0
1626897434850,Humidity,40.96
1626897434857,Pressure,996.69
1626897435803,Temperature,23.0
1626897435828,Humidity,40.93
1626897435840,Pressure,996.63
1626897436803,Temperature,23.0
1626897436836,Humidity,40.95
1626897436843,Pressure,996.66
1626897437803,Temperature,23.0
1626897437841,Humidity,40.93
1626897437847,Pressure,996.62
1626897438803,Temperature,23.0
1626897438840,Humidity,40.93
1626897438847,Pressure,996.68
1626897439803,Temperature,23.0
