"sep=,"
Bosch Connected Devices and Solutions
"CISS Raw Data Log File in csv Format, Generated by: CISS Python Scripts v03.01.00"
Explanation: In this log file the measurement values (raw-data) from the sensors are reported.
Accelerometer Measurement Range: ±16g
Accelerometer Sampling Rate: disabled
Accelerometer Unit: mg
Magnetometer Measurement Range: ±1300µT (x and y-Axis); ±2500µT (z-Axis)
Magnetometer Sampling Rate: disabled
Magnetometer Unit: Micro Tesla (µT)
Gyroscope Measurement Range: ±2000°/s
Gyroscope Sampling Rate: disabled
Gyroscope Unit: Degree/Second (°/s)
Light Measurement Range: 0 - 2112800 lux
Light Sampling Rate: disabled
Light Unit: lux
Temperature Measurement Range: -20ºC – +80°C
Temperature Sampling Rate: 1.0Hz (1000.0ms)
Temperature Units: Degree Celcius (°C)
Humidity Measurement Range: 20 - 90% rH (non-condensing)
Humidity Sampling Rate: 1.0Hz (1000.0ms)
Humidity Units: % Relative Humidity (rH)
Pressure Measurement Range: 300 - 1100 hPa
Pressure Sampling Rate: 1.0Hz (1000.0ms)
Pressure Units: hPa
"Noise/Acustic Measurement Range: 0 - 4096 (not available via USB, available only via BLE)"
Noise/Acustic Sampling Rate: disabled
Noise/Acustic Units: no unit (0-100% with 0-4096 range)
 
Unix TimeStamp (ms),Measurement Type,Data / x_axis,y_axis,z_axis
1626930756275,Temperature,22.1
1626930756320,Humidity,44.14
1626930756340,Pressure,997.34
1626930757275,Temperature,22.1
1626930757314,Humidity,44.14
1626930757323,Pressure,997.29
1626930758275,Temperature,22.1
1626930758307,Humidity,44.14
1626930758314,Pressure,997.35
1626930759276,Temperature,22.1
1626930759314,Humidity,44.14
1626930759321,Pressure,997.29
1626930760276,Temperature,22.1
1626930760314,Humidity,44.14
1626930760321,Pressure,997.31
1626930761276,Temperature,22.1
1626930761310,Humidity,44.12
1626930761317,Pressure,997.27
1626930762276,Temperature,22.1
1626930762304,Humidity,44.14
1626930762312,Pressure,997.27
1626930763276,Temperature,22.1
1626930763314,Humidity,44.14
1626930763321,Pressure,997.29
1626930764276,Temperature,22.1
1626930764314,Humidity,44.14
1626930764321,Pressure,997.27
1626930765275,Temperature,22.1
1626930765307,Humidity,44.14
1626930765314,Pressure,997.28
1626930766275,Temperature,22.1
1626930766304,Humidity,44.12
1626930766311,Pressure,997.29
1626930767275,Temperature,22.1
1626930767311,Humidity,44.14
1626930767319,Pressure,997.34
1626930768275,Temperature,22.1
1626930768307,Humidity,44.14
1626930768315,Pressure,997.29
1626930769275,Temperature,22.1
1626930769314,Humidity,44.14
1626930769321,Pressure,997.27
1626930770275,Temperature,22.1
1626930770304,Humidity,44.13
1626930770311,Pressure,997.29
1626930771275,Temperature,22.1
1626930771306,Humidity,44.14
1626930771321,Pressure,997.25
1626930772275,Temperature,22.1
1626930772311,Humidity,44.14
1626930772318,Pressure,997.32
1626930773275,Temperature,22.1
1626930773304,Humidity,44.13
1626930773311,Pressure,997.36
1626930774274,Temperature,22.1
1626930774304,Humidity,44.14
1626930774311,Pressure,997.29
