"sep=,"
Bosch Connected Devices and Solutions
"CISS Raw Data Log File in csv Format, Generated by: CISS Python Scripts v03.01.00"
Explanation: In this log file the measurement values (raw-data) from the sensors are reported.
Accelerometer Measurement Range: ±16g
Accelerometer Sampling Rate: disabled
Accelerometer Unit: mg
Magnetometer Measurement Range: ±1300µT (x and y-Axis); ±2500µT (z-Axis)
Magnetometer Sampling Rate: disabled
Magnetometer Unit: Micro Tesla (µT)
Gyroscope Measurement Range: ±2000°/s
Gyroscope Sampling Rate: disabled
Gyroscope Unit: Degree/Second (°/s)
Light Measurement Range: 0 - 2112800 lux
Light Sampling Rate: disabled
Light Unit: lux
Temperature Measurement Range: -20ºC – +80°C
Temperature Sampling Rate: 1.0Hz (1000.0ms)
Temperature Units: Degree Celcius (°C)
Humidity Measurement Range: 20 - 90% rH (non-condensing)
Humidity Sampling Rate: 1.0Hz (1000.0ms)
Humidity Units: % Relative Humidity (rH)
Pressure Measurement Range: 300 - 1100 hPa
Pressure Sampling Rate: 1.0Hz (1000.0ms)
Pressure Units: hPa
"Noise/Acustic Measurement Range: 0 - 4096 (not available via USB, available only via BLE)"
Noise/Acustic Sampling Rate: disabled
Noise/Acustic Units: no unit (0-100% with 0-4096 range)
 
Unix TimeStamp (ms),Measurement Type,Data / x_axis,y_axis,z_axis
1626872426750,Pressure,995.71
1626872427701,Temperature,22.3
1626872427731,Humidity,41.99
1626872427738,Pressure,995.75
1626872428701,Temperature,22.3
1626872428730,Humidity,42.0
1626872428731,Pressure,995.73
1626872429701,Temperature,22.3
1626872429731,Humidity,42.0
1626872429750,Pressure,995.76
1626872430701,Temperature,22.3
1626872430731,Humidity,41.97
1626872430740,Pressure,995.76
1626872431701,Temperature,22.3
1626872431731,Humidity,41.99
1626872431750,Pressure,995.76
1626872432702,Temperature,22.3
1626872432731,Humidity,42.0
1626872432750,Pressure,995.72
1626872433702,Temperature,22.3
1626872433731,Humidity,42.0
1626872433750,Pressure,995.76
1626872434702,Temperature,22.3
1626872434731,Humidity,41.99
1626872434750,Pressure,995.75
1626872435702,Temperature,22.3
1626872435727,Humidity,41.99
1626872435742,Pressure,995.72
1626872436700,Temperature,22.3
1626872436728,Humidity,41.99
1626872436735,Pressure,995.72
1626872437701,Temperature,22.3
1626872437730,Humidity,41.99
1626872437737,Pressure,995.71
1626872438701,Temperature,22.3
1626872438730,Humidity,42.0
1626872438745,Pressure,995.73
1626872439701,Temperature,22.3
1626872439728,Humidity,41.98
1626872439736,Pressure,995.78
1626872440701,Temperature,22.3
1626872440753,Humidity,42.0
1626872440770,Pressure,995.72
1626872441701,Temperature,22.3
1626872441729,Humidity,41.99
1626872441736,Pressure,995.73
1626872442701,Temperature,22.3
1626872442730,Humidity,41.99
1626872442737,Pressure,995.73
1626872443701,Temperature,22.3
1626872443728,Humidity,41.97
1626872443736,Pressure,995.71
1626872444701,Temperature,22.3
1626872444741,Humidity,42.0
1626872444748,Pressure,995.72
1626872445701,Temperature,22.3
1626872445730,Humidity,41.99
1626872445743,Pressure,995.71
1626872446700,Temperature,22.3
1626872446734,Humidity,41.97
1626872446741,Pressure,995.73
1626872447700,Temperature,22.3
1626872447730,Humidity,41.99
1626872447737,Pressure,995.73
1626872448700,Temperature,22.3
1626872448740,Humidity,41.99
1626872448748,Pressure,995.75
1626872449700,Temperature,22.3
1626872449728,Humidity,41.97
