"sep=,"
Bosch Connected Devices and Solutions
"CISS Raw Data Log File in csv Format, Generated by: CISS Python Scripts v03.01.00"
Explanation: In this log file the measurement values (raw-data) from the sensors are reported.
Accelerometer Measurement Range: ±16g
Accelerometer Sampling Rate: disabled
Accelerometer Unit: mg
Magnetometer Measurement Range: ±1300µT (x and y-Axis); ±2500µT (z-Axis)
Magnetometer Sampling Rate: disabled
Magnetometer Unit: Micro Tesla (µT)
Gyroscope Measurement Range: ±2000°/s
Gyroscope Sampling Rate: disabled
Gyroscope Unit: Degree/Second (°/s)
Light Measurement Range: 0 - 2112800 lux
Light Sampling Rate: disabled
Light Unit: lux
Temperature Measurement Range: -20ºC – +80°C
Temperature Sampling Rate: 1.0Hz (1000.0ms)
Temperature Units: Degree Celcius (°C)
Humidity Measurement Range: 20 - 90% rH (non-condensing)
Humidity Sampling Rate: 1.0Hz (1000.0ms)
Humidity Units: % Relative Humidity (rH)
Pressure Measurement Range: 300 - 1100 hPa
Pressure Sampling Rate: 1.0Hz (1000.0ms)
Pressure Units: hPa
"Noise/Acustic Measurement Range: 0 - 4096 (not available via USB, available only via BLE)"
Noise/Acustic Sampling Rate: disabled
Noise/Acustic Units: no unit (0-100% with 0-4096 range)
 
Unix TimeStamp (ms),Measurement Type,Data / x_axis,y_axis,z_axis
1626914090561,Humidity,41.82
1626914090593,Pressure,997.0
1626914091540,Temperature,22.6
1626914091564,Humidity,41.82
1626914091572,Pressure,997.0
1626914092540,Temperature,22.6
1626914092580,Humidity,41.81
1626914092587,Pressure,997.04
1626914093539,Temperature,22.6
1626914093564,Humidity,41.82
1626914093572,Pressure,997.07
1626914094539,Temperature,22.6
1626914094567,Humidity,41.82
1626914094575,Pressure,997.01
1626914095539,Temperature,22.6
1626914095564,Humidity,41.81
1626914095572,Pressure,997.02
1626914096539,Temperature,22.6
1626914096576,Humidity,41.81
1626914096584,Pressure,997.01
1626914097539,Temperature,22.6
1626914097564,Humidity,41.82
1626914097572,Pressure,997.0
1626914098539,Temperature,22.6
1626914098569,Humidity,41.82
1626914098576,Pressure,997.02
1626914099539,Temperature,22.6
1626914099564,Humidity,41.82
1626914099572,Pressure,997.05
1626914100539,Temperature,22.6
1626914100571,Humidity,41.81
1626914100578,Pressure,997.01
1626914101539,Temperature,22.6
1626914101565,Humidity,41.82
1626914101572,Pressure,997.02
1626914102538,Temperature,22.6
1626914102579,Humidity,41.81
1626914102586,Pressure,997.0
1626914103538,Temperature,22.6
1626914103566,Humidity,41.82
1626914103575,Pressure,996.97
1626914104538,Temperature,22.6
1626914104575,Humidity,41.81
1626914104582,Pressure,997.04
